,uid,date,name,classification,class_primary,class_secondary,group,category,class_code,description,level,level_2,level_3,level_4,level_5,size
2061,8985390,20150324,Unit dose dispensing apparatus,G01F 11/286,G01F,11/286,G,1,G01F,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",5,PHYSICS,Instruments,MEASURING ,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",1
2062,8988971,20150324,Ultrasonic transducer for use in a fluid medium,G01F 23/296,G01F,23/296,G,1,G01F,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",5,PHYSICS,Instruments,MEASURING ,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",1
2063,8984958,20150324,Apparatus and method for determining the adhesive strength of biofilms on underwater protective coatings,B08B 3/02,B08B,2-Mar,B,8,B08B,CLEANING IN GENERAL,5,PERFORMING OPERATIONS; TRANSPORTING,Separating,CLEANING,CLEANING IN GENERAL,1
2064,8985309,20150324,Device for transporting bottles or similar containers,B08B 9/205,B08B,9/205,B,8,B08B,CLEANING IN GENERAL,5,PERFORMING OPERATIONS; TRANSPORTING,Separating,CLEANING,CLEANING IN GENERAL,1
2065,8984973,20150324,Multiple speed power take off,B60K 17/02,B60K,17/02,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2066,8984987,20150324,Adaptor for turn signal lever,B60K 20/02,B60K,20/02,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2067,8985259,20150324,Fuel cell vehicle,B60K 1/00,B60K,Jan-00,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2068,8985261,20150324,Engine supporting structure for working vehicle,B60K 5/12,B60K,12-May,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2069,8985262,20150324,Construction vehicle equipped with exhaust aftertreatment device,B60K 13/04,B60K,13/04,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2070,8985668,20150324,Sealing structure of fuel inlet box,B60K 15/05,B60K,15/05,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2071,8988888,20150324,Instrument device,B60K 35/00,B60K,35/00,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2072,8989930,20150324,Method and apparatus for controlling an engine disconnect clutch in a powertrain system,B60K 6/387,B60K,6/387,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2073,8989933,20150324,,B60K 6/04,B60K,4-Jun,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2074,8989934,20150324,,B60K 6/48,B60K,Jun-48,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2075,8989936,20150324,Hybrid vehicle control system,B60K 6/48,B60K,Jun-48,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2076,8989937,20150324,Emergency steering system and controlling method of the same,B60K 1/02,B60K,2-Jan,B,60,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,1
2077,8984974,20150324,Pump transmission with PTO gear and independently clutched impeller,A62C 25/005,A62C,25/005,A,62,A62C,FIRE-FIGHTING ,5,HUMAN NECESSITIES,Health,LIFE-SAVING,FIRE-FIGHTING ,1
2078,8984975,20150324,Engagement chain unit,F16G 13/20,F16G,13/20,F,16,F16G,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES",1
2079,8986145,20150324,Power transmission chain and power transmission system,F16G 5/18,F16G,18-May,F,16,F16G,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES",1
2080,8984984,20150324,Steering apparatus,B62D 1/18,B62D,18-Jan,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2081,8984985,20150324,Steering apparatus,B62D 1/11,B62D,11-Jan,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2082,8985258,20150324,Vehicle frame component,B62D 21/00,B62D,21/00,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2083,8985265,20150324,Electric power steering apparatus,B62D 5/0409,B62D,5/0409,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2084,8985266,20150324,Rear wheel steering apparatus for vehicle,B62D 5/0404,B62D,5/0404,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2085,8985629,20150324,Steering apparatus,B62D 1/19,B62D,19-Jan,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2086,8985630,20150324,Cradle assembly attachable to a vehicle,B62D 21/15,B62D,21/15,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2087,8985631,20150324,Trailer frame,B62D 21/00,B62D,21/00,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2088,8985664,20150324,,B62D 33/0207,B62D,33/0207,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2089,8985667,20150324,Rear structure of vehicle,B62D 35/00,B62D,35/00,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2090,8985677,20150324,Vehicle fuel economy system,B62D 35/00,B62D,35/00,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2091,8985679,20150324,Instrument panel crossmember for vehicles that have different configurations,B62D 25/145,B62D,25/145,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2092,8985681,20150324,Vehicle body floor structure,B62D 21/07,B62D,21/07,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2093,8989941,20150324,Maneuvering drive with smart central unit,B62D 59/04,B62D,59/04,B,62,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES,1
2094,8984989,20150324,Clutch arrangement and method for actuating same,F16D 13/70,F16D,13/70,F,16,F16D,COUPLINGS FOR TRANSMITTING ROTATION,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,COUPLINGS FOR TRANSMITTING ROTATION,1
2095,8985889,20150324,Shrink disk for the frictional connection of rotating machine parts,F16D 1/05,F16D,5-Jan,F,16,F16D,COUPLINGS FOR TRANSMITTING ROTATION,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,COUPLINGS FOR TRANSMITTING ROTATION,1
2096,8987956,20150324,High speed clutch design with jaw tooth profile to reduce separating load,F16D 11/14,F16D,14-Nov,F,16,F16D,COUPLINGS FOR TRANSMITTING ROTATION,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,COUPLINGS FOR TRANSMITTING ROTATION,1
2097,8989608,20150324,,F16D 35/00,F16D,35/00,F,16,F16D,COUPLINGS FOR TRANSMITTING ROTATION,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,COUPLINGS FOR TRANSMITTING ROTATION,1
2098,8984990,20150324,Lockable grip wrench,B25B 13/00,B25B,13/00,B,25,B25B,"TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,"TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING",1
2099,8984993,20150324,One handed locking pliers,B25B 7/123,B25B,7/123,B,25,B25B,"TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,"TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING",1
2100,8985237,20150324,Power screwdriver,B25B 21/00,B25B,21/00,B,25,B25B,"TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,"TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING",1
2101,8985001,20150324,,F41H 5/0492,F41H,5/0492,F,41,F41H,ARMOUR,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Weapons,WEAPONS,ARMOUR,1
2102,8985013,20150324,Apparatus for applying indicia having a large color gamut on web substrates,B41M 1/10,B41M,10-Jan,B,41,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",1
2103,8986440,20150324,,B41M 5/337,B41M,5/337,B,41,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",1
2104,8986796,20150324,Thermal transfer sheet,B41M 5/42,B41M,May-42,B,41,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",1
2105,8985014,20150324,,B41F 15/423,B41F,15/423,B,41,B41F,PRINTING MACHINES OR PRESSES ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PRINTING MACHINES OR PRESSES ,1
2106,8985015,20150324,,B41F 15/38,B41F,15/38,B,41,B41F,PRINTING MACHINES OR PRESSES ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PRINTING MACHINES OR PRESSES ,1
2107,8985016,20150324,Printing plate sleeve loading and unloading apparatus and method,B41F 13/20,B41F,13/20,B,41,B41F,PRINTING MACHINES OR PRESSES ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PRINTING MACHINES OR PRESSES ,1
2108,8985018,20150324,Stackable container systems and methods,B41K 1/54,B41K,Jan-54,B,41,B41K,STAMPS,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,STAMPS,1
2109,8985019,20150324,Inkjet printing apparatus and method for making flexographic printing masters,B41C 1/003,B41C,1/003,B,41,B41C,PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES ,1
2110,8985022,20150324,Imaging system and method,G03G 15/10,G03G,15/10,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2111,8986914,20150324,Toner,G03G 9/08755,G03G,9/08755,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2112,8986915,20150324,,G03G 9/0804,G03G,9/0804,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2113,8988675,20150324,Reflection type optical sensor and image generation apparatus,G03G 15/00,G03G,15/00,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2114,8988724,20150324,,G03G 15/5095,G03G,15/5095,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2115,8988726,20150324,Image forming apparatus capable of correcting trasport position displacement of recording sheet,G03G 15/65,G03G,15/65,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2116,8989610,20150324,Image forming apparatus with power factor improvement section,G03G 15/80,G03G,15/80,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2117,8989613,20150324,Power supply device and image forming apparatus,G03G 15/80,G03G,15/80,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2118,8989618,20150324,,G03G 15/0225,G03G,15/0225,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2119,8989619,20150324,Image forming apparatus having transfer belt contact and separating mechanism interfering with removable unit,G03G 15/0136,G03G,15/0136,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2120,8989621,20150324,,G03G 15/080881,G03G,15/080881,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2121,8989626,20150324,Image forming apparatus having a movement mechanism for reducing interference of an opening and closing member with a transfer body,G03G 15/0131,G03G,15/0131,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2122,8989627,20150324,Image forming apparatus,G03G 15/161,G03G,15/161,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2123,8989632,20150324,,G03G 15/0839,G03G,15/0839,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2124,8989633,20150324,Image forming apparatus,G03G 15/0817,G03G,15/0817,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2125,8989634,20150324,,G03G 15/0865,G03G,15/0865,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2126,8989636,20150324,Toner container and image forming apparatus,G03G 15/0837,G03G,15/0837,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2127,8989637,20150324,Developing device and image forming device,G03G 15/09,G03G,15/09,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2128,8989638,20150324,,G03G 15/0815,G03G,15/0815,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2129,8989639,20150324,Image forming apparatus having toner density control,G03G 15/344,G03G,15/344,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2130,8989640,20150324,Image forming apparatus,G03G 15/20,G03G,15/20,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2131,8989641,20150324,Fixing device with mechanism capable of minimizing glossy streaks and stain on recording medium and image forming apparatus incorporating same,G03G 15/2025,G03G,15/2025,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2132,8989642,20150324,Fixing device preventable unevenness of heat generation of paper passing region,G03G 15/2053,G03G,15/2053,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2133,8989643,20150324,Fixing device with endless belt and image forming apparatus incorporating same,G03G 15/20,G03G,15/20,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2134,8989646,20150324,,G03G 21/0035,G03G,21/0035,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2135,8989647,20150324,Toner conveying unit for collecting toner and conveying toner to toner storage container,G03G 21/105,G03G,21/105,G,3,G03G,ELECTROGRAPHY,5,PHYSICS,Instruments,PHOTOGRAPHY,ELECTROGRAPHY,1
2136,8985023,20150324,Explosive device booster assembly and method of use,E21B 43/117,E21B,43/117,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2137,8985200,20150324,Sensing shock during well perforating,E21B 43/1185,E21B,43/1185,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2138,8985202,20150324,,E21B 43/26,E21B,43/26,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2139,8985203,20150324,Expandable bullnose assembly for use with a wellbore deflector,E21B 41/0035,E21B,41/0035,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2140,8985209,20150324,High pressure jet perforation system,E21B 43/11,E21B,43/11,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2141,8985213,20150324,Micro proppants for far field stimulation,E21B 43/267,E21B,43/267,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2142,8985218,20150324,Formation testing,E21B 43/14,E21B,43/14,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2143,8985220,20150324,Well intervention system,E21B 19/22,E21B,19/22,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2144,8985221,20150324,System and method for production of reservoir fluids,E21B 43/121,E21B,43/121,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2145,8985222,20150324,Method and apparatus for controlling fluid flow using movable flow diverter assembly,E21B 34/08,E21B,34/08,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2146,8985224,20150324,Internal bidirectional tubing plug,E21B 33/12,E21B,33/12,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2147,8985225,20150324,Tubular engaging device and method,E21B 19/06,E21B,19/06,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2148,8985228,20150324,Treatment plug and method of anchoring and sealing the same to a structure,E21B 33/1265,E21B,33/1265,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2149,8985229,20150324,,E21B 33/08,E21B,33/08,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2150,8985230,20150324,Resettable lock for a subterranean tool,E21B 23/00,E21B,23/00,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2151,8985231,20150324,Selective displacement of water in pressure communication with a hydrocarbon reservoir,E21B 43/16,E21B,43/16,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2152,8985238,20150324,,E21B 7/02,E21B,2-Jul,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2153,8985239,20150324,Drilling derrick and apparatus base assembly,E21B 17/07,E21B,17/07,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2154,8985245,20150324,,E21B 4/14,E21B,14-Apr,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2155,8985928,20150324,Long lateral completion system and method for pipe handling,E21B 19/155,E21B,19/155,E,21,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING ",1
2156,8985036,20150324,Soil gathering module for soil opener,A01C 5/062,A01C,5/062,A,1,A01C,PLANTING,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,PLANTING,1
2157,8985037,20150324,,A01C 21/00,A01C,21/00,A,1,A01C,PLANTING,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,PLANTING,1
